30,57	4,66	17,43	2,81	54,8	29,68	10,6	9,87	6893,59	7,26	4,01	4,94	34,6	374,24	21,48	41,65	37,32	37,12	19,63	41,75	0,640304	1,44764	0,00733509	0,824451
30,46	4,65	17,51	2,85	52,77	29,76	10,81	9,8	6830,14	7,23	4,17	4,96	34,62	375,7	21,41	41,37	36,66	36,72	19,3	41,91	0,641074	1,44993	0,00733509	0,822114
30,38	4,69	17,87	2,9	53,1	31,12	10,69	9,87	6868,19	7,19	4,1	4,97	34,88	379,29	21,46	41,44	36,4	36,89	19,23	41,45	0,642112	1,45141	0,00736318	0,820217
30,69	4,72	17,94	2,99	53,97	30,97	10,75	9,9	6906,28	7,25	4,13	4,99	35,53	380,66	21,77	42,16	37,34	37,39	19,43	42,17	0,64262	1,44518	0,00733509	0,81435
30,7	4,69	17,86	2,97	54,22	30,97	10,88	9,99	6957,09	7,27	4,14	4,92	35	380,49	21,82	42,98	36,92	37,39	19,56	42,58	0,642282	1,43932	0,00733509	0,808851
30,71	4,68	17,73	2,97	54,14	30,83	11	10,04	6931,69	7,2	4,15	4,95	35,37	381,95	21,83	42,86	37,29	37,34	19,41	42,47	0,641447	1,42139	0,00723599	0,809006
30,86	4,68	17,63	2,99	54,39	31,57	10,96	10,03	6931,69	7,32	4,13	4,95	35,86	385,37	22,11	42,89	37,4	37,84	19,45	42,45	0,641702	1,43165	0,00723599	0,809636
31,24	4,68	17,4	2,99	54,47	31,23	10,86	10,06	6880,91	7,34	4,15	4,94	36,63	386,14	22,45	43,72	37,84	38,05	19,6	42,98	0,641978	1,44475	0,00723599	0,808902
30,82	4,63	17,14	3,02	54,55	30,68	10,95	10,09	6817,42	7,27	4,13	4,93	36,8	385,11	22,29	43,67	37,34	37,54	19,57	42,76	0,642412	1,44796	0,00726491	0,808439
31,22	4,65	17,21	3,01	54,55	30,97	10,71	10,09	6804,73	7,3	4,15	4,95	36,59	385,54	22,42	42,97	37,6	37,34	19,76	42,55	0,643576	1,45209	0,00726491	0,804611
31,13	4,61	17,2	3	54,8	30,82	10,8	10,03	6792,05	7,38	4,29	4,94	38,27	389,14	22,39	43,71	38,49	37,43	19,72	42,02	0,643576	1,45635	0,00726491	0,803002
31,43	4,68	17,67	3	55,3	31,51	10,71	10,04	6753,96	7,44	4,21	4,95	38,2	388,37	22,49	43,59	37,84	37,58	19,5	41,84	0,644357	1,46253	0,00736318	0,806698
31,13	4,61	17,2	3,01	55,05	31,19	10,78	10,14	6792,05	7,66	4,05	4,94	38,38	386,57	22,41	43,84	38,18	37,92	19,98	43,24	0,644881	1,46468	0,00736318	0,80892
31,48	4,62	17,08	3,02	54,47	31,97	10,75	10,14	6753,96	7,62	4,03	4,94	38,36	383,74	22,61	44	38,18	38,09	19,92	43,2	0,645356	1,46942	0,00736318	0,813013
31,3	4,54	16,75	3,02	53,02	30,95	10,85	10,05	6665,09	7,61	4,03	4,92	38,19	386,83	22	43,63	37,42	37,68	19,7	42,53	0,645825	1,47306	0,00736318	0,818781
31,21	4,53	16,9	3,02	52,32	31,19	10,67	10,04	6703,19	7,6	3,91	4,91	38,39	387,34	21,93	43,9	36,81	38,09	19,41	41,9	0,645636	1,47523	0,00736318	0,821723
31,87	4,56	16,85	3,06	52,98	31,43	10,62	10,1	6677,78	7,58	3,9	4,92	38,6	386,05	22,25	43,97	37,28	38,5	19,7	42,77	0,644471	1,47368	0,00746256	0,819304
31,98	4,61	17,16	3,1	54,18	31,92	10,65	10,19	6804,73	7,58	3,97	4,96	41,74	386,05	22,13	44,16	38,05	39,08	19,84	43,11	0,643595	1,47264	0,00743682	0,81754
32,22	4,56	17,04	3,11	53,56	31,67	10,63	10,18	6830,14	7,62	3,88	4,94	40,63	386,83	22,33	43,38	38,12	39,08	19,75	42,78	0,643961	1,46926	0,00743682	0,815856
32,4	4,6	17,07	3,15	53,6	31,65	10,62	10,19	6880,91	7,69	3,86	4,92	40,17	390,76	22,34	43,48	39,01	39,54	19,93	42,65	0,646064	1,46621	0,00743682	0,813677
32,3	4,59	17,01	3,13	53,31	31	10,46	10,25	6804,73	7,76	3,86	4,9	42,47	389,74	22,16	43,23	39,53	39,58	20	42,23	0,646779	1,46658	0,00743682	0,813678
32,49	4,61	16,98	3,14	53,35	30,51	10,58	10,2	6804,73	7,69	3,92	4,88	40,57	389,65	22,23	43,14	39,52	40,08	19,98	42,89	0,645647	1,46819	0,00743682	0,816392
33,42	4,62	17,09	3,15	53,43	30,6	10,8	10,31	6842,82	7,67	3,93	4,86	41,26	388,2	22,42	43,3	39,77	41,39	20,32	43,2	0,644912	1,46414	0,00743682	0,817988
33,12	4,65	17,35	3,18	54,35	30,97	10,84	10,29	6893,59	7,49	3,94	4,77	41,61	387,6	22,35	43,61	40,37	40,43	20,4	43,21	0,645957	1,46118	0,00733509	0,813265
