30,09	4,67	16,88	2,77	53,06	28,38	10,31	9,87	98,691698888	7,05	4,06	4,81	34,63	305,36840589	21,7	42,47	37,08	37,55	19,61	42,9	0,640304	1,44764	0,00733509	0,824451
30,49	4,68	17,14	2,76	53,85	28,96	10,48	9,92	99,39995115	7,11	4,01	4,9	34,91	308,0872215	21,47	41,96	37,35	37,07	19,6	42,44	0,641074	1,44993	0,00733509	0,822114
30,57	4,66	17,43	2,81	54,8	29,68	10,6	9,87	100,054254619	7,26	4,01	4,94	34,6	306,95801008	21,48	41,65	37,32	37,12	19,63	41,75	0,642112	1,45141	0,00736318	0,820217
30,46	4,65	17,51	2,85	52,77	29,76	10,81	9,8	98,707817252	7,23	4,17	4,96	34,62	305,951295	21,41	41,37	36,66	36,72	19,3	41,91	0,64262	1,44518	0,00733509	0,81435
30,38	4,69	17,87	2,9	53,1	31,12	10,69	9,87	98,855232308	7,19	4,1	4,97	34,88	306,78909579	21,46	41,44	36,4	36,89	19,23	41,45	0,642282	1,43932	0,00733509	0,808851
30,69	4,72	17,94	2,99	53,97	30,97	10,75	9,9	98,165173292	7,25	4,13	4,99	35,53	307,95622396	21,77	42,16	37,34	37,39	19,43	42,17	0,641447	1,42139	0,00723599	0,809006
30,7	4,69	17,86	2,97	54,22	30,97	10,88	9,99	99,601178985	7,27	4,14	4,92	35	308,05840164	21,82	42,98	36,92	37,39	19,56	42,58	0,641702	1,43165	0,00723599	0,809636
30,71	4,68	17,73	2,97	54,14	30,83	11	10,04	100,145591275	7,2	4,15	4,95	35,37	308,9601189	21,83	42,86	37,29	37,34	19,41	42,47	0,641978	1,44475	0,00723599	0,808902
30,86	4,68	17,63	2,99	54,39	31,57	10,96	10,03	100,368098524	7,32	4,13	4,95	35,86	311,54813743	22,11	42,89	37,4	37,84	19,45	42,45	0,642412	1,44796	0,00726491	0,808439
31,24	4,68	17,4	2,99	54,47	31,23	10,86	10,06	99,917006019	7,34	4,15	4,94	36,63	310,69249154	22,45	43,72	37,84	38,05	19,6	42,98	0,643576	1,45209	0,00726491	0,804611
30,82	4,63	17,14	3,02	54,55	30,68	10,95	10,09	99,28549617	7,27	4,13	4,93	36,8	309,24410022	22,29	43,67	37,34	37,54	19,57	42,76	0,643576	1,45635	0,00726491	0,803002
