 IBDRY ENLAY HSEA DEO TSCDF WFC PEP NVS GBPEUR USDEUR CHFEUR 
28-1-2014 24,885 4,56 25,67 126,785 5,315 45,945 82,19 79,35 1,20825 0,726883 0,820036 
27-1-2014 24,76 4,505 25,68 127,2 5,305 45,555 82,095 79,055 1,20289 0,725598 0,819689 
24-1-2014 24,915 4,58 25,695 128,6 5,295 45,82 82,03 80,075 1,19692 0,724071 0,819469 
23-1-2014 25,385 4,74 25,71 131,425 5,145 46,225 82,36 81,735 1,19458 0,724013 0,820309 
22-1-2014 25,105 4,65 25,705 132,63 5,135 46,665 82,735 80,81 1,19528 0,724978 0,820787 
21-1-2014 25,15 4,56 25,675 131,28 5,245 46,54 82,61 81,395 1,1961 0,724879 0,821034 
17-1-2014 25,4 4,515 25,685 127,74 5,28 46,35 82,51 81,335 1,19587 0,722318 0,820996 
16-1-2014 25,5 4,465 25,725 129,02 5,315 46,265 82,735 81,695 1,19336 0,718703 0,821921 
15-1-2014 25,39 4,485 25,73 130,325 5,35 46,25 82,74 80,8 1,19433 0,718594 0,822644 
14-1-2014 25,43 4,49 25,765 131,985 5,35 45,38 82,56 80,665 1,19626 0,718742 0,823495 
13-1-2014 25,27 4,43 25,775 130,885 5,41 45,78 82,945 80,765 1,19658 0,718742 0,823633 
10-1-2014 25,4 4,425 25,9 130,515 5,4 45,845 83,195 80,98 1,19689 0,719402 0,822785 
9-1-2014 25,275 4,355 25,89 127,815 5,47 46 82,88 80,155 1,19846 0,721047 0,821874 
8-1-2014 25,105 4,365 25,9 128,38 5,49 45,65 83,215 79,765 1,20058 0,720994 0,820962 
7-1-2014 25,635 4,35 25,895 129,465 5,47 45,51 83,3 79,59 1,20314 0,720537 0,820565 
6-1-2014 25,24 4,31 25,91 130,245 5,4 45,585 82,345 79,39 1,20845 0,722869 0,820565 
3-1-2014 25,075 4,275 25,91 130,935 5,44 45,23 82,495 79,06 1,21487 0,727002 0,820181 
2-1-2014 25,1 4,225 25,815 130,765 5,47 45,105 82,405 78,925 1,2145 0,728025 0,821254 
31-12-2013 25,58 4,355 25,66 132,17 5,44 45,35 82,935 80,205 1,21356 0,727164 0,823396 
30-12-2013 25,585 4,34 25,56 131,42 5,455 45,47 82,885 80,075 1,21375 0,725591 0,824235 
27-12-2013 25,475 4,305 25,585 131,37 5,38 45,51 82,785 80,29 1,21494 0,726993 0,822675 
26-12-2013 25,27 4,22 25,895 129,345 5,315 45,535 82,23 78,86 1,21684 0,730152 0,82077 
24-12-2013 25,175 4,22 25,955 128,56 5,355 45,32 82,005 78,665 1,21441 0,728378 0,819892 
23-12-2013 25,11 4,18 25,99 128,32 5,385 45,315 81,915 78,775 1,21266 0,727771 0,819776 
20-12-2013 24,755 4,19 26,03 127,87 5,45 45 81,785 78,51 1,21055 0,728188 0,819776 
19-12-2013 24,865 4,185 25,98 128,11 5,47 44,85 81,405 78,36 1,21122 0,728188 0,819788 
18-12-2013 24,815 4,2 26,05 127,29 5,44 44,36 80,785 77,195 1,21397 0,728095 0,819285 
17-12-2013 24,62 4,13 26,09 125,505 5,435 43,655 80,8 76,665 1,21483 0,727623 0,818552 
16-12-2013 24,63 4,205 26,07 125,985 5,54 43,97 80,95 76,985 1,21903 0,728992 0,818212 
13-12-2013 24,41 4,11 26,045 123,505 5,53 43,66 81,345 76,72 1,22237 0,729946 0,818325 
12-12-2013 24,345 4,15 25,875 123,63 5,55 43,625 81,81 76,93 1,22158 0,731427 0,818126 
11-12-2013 24,45 4,16 25,875 125,635 5,64 43,825 82,695 78,075 1,21638 0,733667 0,817493 
10-12-2013 24,595 4,2 25,865 126,87 5,54 44,245 82,46 78,08 1,20837 0,733661 0,816749 
9-12-2013 24,595 4,225 25,84 126,58 5,59 44,31 82,78 78,32 1,20314 0,732729 0,817036 
6-12-2013 24,41 4,185 25,835 126,175 5,57 43,81 82,745 78,465 1,20344 0,733523 0,817026 
5-12-2013 24,335 4,17 25,95 125,33 5,5 43,58 82,24 78,12 1,20374 0,735172 0,817157 
4-12-2013 24,315 4,185 25,915 125,68 5,41 43,705 82,565 77,94 1,20505 0,738749 0,817859 
3-12-2013 24,66 4,235 25,875 125,58 5,265 43,925 83,645 78,79 1,20646 0,739777 0,818598 
2-12-2013 24,84 4,33 25,91 126,585 5,215 44,285 84,03 79,355 1,20913 0,74025 0,818875 
29-11-2013 25,56 4,515 25,915 127,92 5,28 44,235 84,54 79,265 1,21553 0,741046 0,81836 
27-11-2013 25,59 4,51 25,86 128,205 5,325 44,275 84,335 78,875 1,2169 0,739047 0,817838 
26-11-2013 25,515 4,485 25,83 127,885 5,345 44,52 85,065 79,47 1,21344 0,733748 0,816669 
25-11-2013 25,425 4,4 25,85 129,23 5,315 44,56 85,68 79,735 1,21338 0,732049 0,81533 
22-11-2013 25,585 4,42 25,845 128,305 5,395 44,155 85,455 79,965 1,21189 0,731521 0,815594 
21-11-2013 25,345 4,395 25,82 128,83 5,46 44,09 85,57 79,1 1,20722 0,732552 0,816662 
20-11-2013 25,115 4,365 25,82 129,41 5,455 43,775 85,535 78,675 1,21051 0,732552 0,814858 
19-11-2013 25,435 4,42 25,845 130,33 5,455 43,595 85,37 78,385 1,2189 0,736067 0,810713 
18-11-2013 25,71 4,485 25,845 130,67 5,465 43,54 85,79 78,715 1,21653 0,737913 0,809922 
15-11-2013 25,385 4,4 25,77 129,33 5,575 43,3 86,07 78,99 1,21331 0,738376 0,810194 
14-11-2013 25,285 4,395 25,82 128,88 5,63 42,85 86,255 78,625 1,21275 0,738376 0,811034 
13-11-2013 25,185 4,415 25,82 128,075 5,58 42,295 85,6 78,375 1,20845 0,73708 0,810693 
12-11-2013 25,075 4,41 25,815 128,32 5,76 42,41 85,355 78,165 1,20222 0,734357 0,809528 
11-11-2013 25,23 4,38 25,825 129,165 5,6 42,65 85,69 77,81 1,2023 0,732951 0,810373 
8-11-2013 25,04 4,29 25,815 128,195 5,645 42,335 85,1 76,885 1,20162 0,731608 0,811685 
7-11-2013 24,89 4,135 25,81 128,245 5,64 42,155 85,885 77,15 1,20432 0,731681 0,811066 
6-11-2013 25,38 4,29 25,805 128,655 5,75 42,455 85,7 77,85 1,2078 0,733089 0,809876 
5-11-2013 25,205 4,205 25,8 127,525 5,735 42,66 84,37 77,09 1,20963 0,735581 0,808417 
4-11-2013 25,245 4,32 25,74 127,405 5,705 42,685 84,565 77,75 1,20594 0,734623 0,808766 
1-11-2013 25,055 4,3 25,745 126,48 5,71 42,81 84,265 77,105 1,20418 0,734378 0,810785 
31-10-2013 25,11 4,34 25,715 128,21 5,755 42,955 84,495 77,905 1,20606 0,735418 0,812565 
30-10-2013 25,23 4,355 25,71 129,455 5,77 43,21 85,05 79,08 1,20724 0,733192 0,813301 
29-10-2013 25,495 4,415 25,735 130,395 5,71 42,865 85 79,095 1,20373 0,727714 0,81465 
28-10-2013 24,945 4,375 25,81 131,225 5,73 42,78 83,97 79,195 1,20021 0,725238 0,815927 
25-10-2013 24,805 4,375 25,815 130,655 5,86 42,75 82,905 78,9 1,19812 0,725711 0,81584 
24-10-2013 24,84 4,395 25,835 130,415 5,915 42,765 82,975 78,235 1,19832 0,726724 0,81584 
23-10-2013 24,73 4,25 25,895 131,095 5,895 42,835 83,115 77,96 1,19864 0,728582 0,8157 
22-10-2013 25,155 4,325 25,805 131,44 5,855 42,81 83,015 77,42 1,19728 0,730837 0,815576 
21-10-2013 25,125 4,34 25,765 129,44 5,88 42,69 82,58 75,03 1,19613 0,730936 0,81618 
18-10-2013 25,1 4,4 25,76 128,83 5,85 42,66 82,62 74,795 1,19517 0,730895 0,816414 
17-10-2013 24,975 4,385 25,71 126,34 5,845 42,38 82,125 74,97 1,19475 0,730911 0,81635 
16-10-2013 24,665 4,36 25,605 124,055 5,83 42,19 81,89 73,815 1,19606 0,731377 0,81635 
15-10-2013 24,16 4,295 25,575 123,6 5,79 41,7 80,965 74,01 1,19343 0,729766 0,817916 
14-10-2013 24,28 4,32 25,585 125,635 5,88 41,5 80,73 74,865 1,18555 0,726779 0,819482 
11-10-2013 24,13 4,285 25,575 125,93 5,945 40,905 80,77 74,77 1,18449 0,726779 0,819027 
10-10-2013 23,935 4,23 25,65 122,885 5,93 40,95 80,25 73,445 1,18554 0,727208 0,818488 
9-10-2013 23,405 4,13 25,63 121,53 6 40,31 79,53 73,2 1,18678 0,727093 0,818151 
8-10-2013 23,07 4,05 25,59 123,955 5,965 40,49 79,105 74,235 1,18971 0,726078 0,818193 
7-10-2013 23,25 4,07 25,63 125,545 6 40,76 79,275 75,315 1,19328 0,726522 0,818411 
4-10-2013 23,36 4,02 25,655 125,415 6,015 41,11 79,53 75,715 1,19461 0,727879 0,817753 
3-10-2013 23,28 3,965 25,7 126,05 6,02 40,93 79,6 75,94 1,19327 0,729278 0,817699 
2-10-2013 23,485 3,965 25,665 126,04 6,025 41,13 79,125 76,11 1,1962 0,731492 0,817095 
1-10-2013 23,445 3,895 25,725 126,635 6 41,33 79,42 76,655 1,20312 0,735157 0,815003 
30-9-2013 23,235 3,8 25,675 127 5,955 41,22 79,585 76,815 1,20664 0,736654 0,813773 
27-9-2013 23,455 3,845 25,71 127,25 5,87 41,64 80,29 76,905 1,20794 0,737149 0,812806 
26-9-2013 23,375 3,88 25,78 127,555 5,86 41,805 80,21 76,76 1,20656 0,736471 0,812186 
25-9-2013 23,275 3,88 26,1 127,84 5,755 41,625 80,62 76,57 1,20308 0,735839 0,811857 
24-9-2013 23,09 3,845 26,035 129,75 5,66 42 80,845 76,44 1,19916 0,736099 0,811778 
23-9-2013 22,89 3,76 26,05 131,38 5,69 42,29 81,265 76,655 1,19557 0,737172 0,811992 
20-9-2013 23,075 3,785 26,105 130,205 5,61 42,8 81,74 76,69 1,1953 0,738762 0,812055 
19-9-2013 23,335 3,79 26,155 132,935 5,75 43,285 82,14 76,09 1,19702 0,738592 0,812868 
18-9-2013 23,08 3,73 26 130,175 5,83 43,285 82,09 75,98 1,19753 0,740094 0,812925 
17-9-2013 22,735 3,71 25,96 129,235 5,875 42,81 81,405 75,095 1,19663 0,74239 0,811685 
16-9-2013 22,68 3,68 25,94 128,655 5,89 42,89 80,915 75,62 1,19267 0,739879 0,811222 
13-9-2013 22,48 3,645 25,89 127,205 5,755 42,23 80,15 76,1 1,19251 0,740221 0,810924 
12-9-2013 22,575 3,665 25,9 126,02 5,8 42,365 79,805 76,455 1,19388 0,740752 0,810328 
11-9-2013 22,53 3,61 25,88 125,475 5,835 42,39 79,52 76,345 1,19339 0,741686 0,810387 
10-9-2013 22,105 3,51 25,88 124,91 5,865 42,18 79,415 76,055 1,18971 0,743375 0,811315 
9-9-2013 21,695 3,435 25,855 124,11 5,81 41,305 79,135 75,65 1,18719 0,744829 0,811393 
6-9-2013 21,555 3,39 25,815 123,875 5,82 41,61 79 75,63 1,19145 0,74633 0,811277 
5-9-2013 21,21 3,25 25,755 123,345 5,94 41,75 79,255 74,83 1,19658 0,747572 0,811596 
4-9-2013 21,285 3,235 25,76 123,095 6,04 41,5 79,355 74,61 1,19631 0,745871 0,812367 
3-9-2013 21,29 3,335 25,76 123,38 6,05 41,455 80,415 74,96 1,19215 0,741542 0,812367 
30-8-2013 21,19 3,26 25,785 122,83 6,07 41,17 79,535 72,875 1,18908 0,740755 0,812367 
29-8-2013 21,8 3,315 25,755 124,085 6,08 41,345 79,395 72,54 1,18448 0,741051 0,812919 
28-8-2013 22,125 3,295 25,795 123,395 5,945 41,28 79,31 73,4 1,18109 0,741011 0,812513 
27-8-2013 22,26 3,275 25,73 124,415 5,91 41,475 79 74,47 1,17791 0,737861 0,811962 
26-8-2013 22,68 3,39 25,705 125,55 5,865 42,6 79,885 75,375 1,17094 0,729983 0,810095 
23-8-2013 22,84 3,475 25,705 125,295 5,96 42,59 79,625 75,155 1,16765 0,726897 0,809416 
22-8-2013 22,575 3,445 25,705 125,25 5,89 42,405 79,2 74,735 1,16952 0,725627 0,80996 
21-8-2013 22,165 3,4 25,62 125,735 5,855 42,4 79,585 74,435 1,17148 0,724563 0,810988 
20-8-2013 22,365 3,455 25,67 126,16 5,73 42,415 80,61 74,865 1,1718 0,724656 0,812063 
19-8-2013 22,585 3,48 25,695 127,335 5,715 42,72 80,435 73,01 1,17394 0,725331 0,812609 
16-8-2013 22,815 3,52 25,685 126,015 5,72 42,91 80,345 73,035 1,17679 0,727368 0,811418 
15-8-2013 22,47 3,465 25,625 125,625 5,685 42,965 81,555 72,94 1,18005 0,73018 0,810126 
14-8-2013 22,49 3,47 25,66 129,195 5,7 43,315 83,135 73,735 1,18149 0,731013 0,810078 
13-8-2013 22,54 3,51 25,655 129,59 5,7 43,21 83,68 73,38 1,18088 0,73225 0,810163 
12-8-2013 22,525 3,485 25,615 128,93 5,685 43,14 83,78 73,235 1,18074 0,73681 0,809907 
9-8-2013 22,755 3,47 25,595 131,065 5,72 43,19 84,475 73,55 1,18115 0,739293 0,809636 
8-8-2013 22,695 3,5 25,62 131,41 5,77 43,28 84,765 73,775 1,17959 0,738342 0,809992 
7-8-2013 22,395 3,435 25,64 130,45 5,81 43,39 84,675 73,695 1,17813 0,737654 0,810209 
6-8-2013 22,24 3,365 25,645 131,125 5,89 44,145 84,775 73,665 1,17872 0,738945 0,81054 
5-8-2013 22,245 3,43 25,645 129,04 5,82 44,385 84,205 72,4 1,18078 0,739325 0,8125 
2-8-2013 22,355 3,43 25,655 126,235 5,69 44,3 83,87 72,645 1,18339 0,737921 0,813917 
1-8-2013 22,19 3,33 25,74 125,75 5,82 44,43 84,135 72,06 1,18444 0,736779 0,814771 
31-7-2013 21,97 3,27 25,7 124,795 5,67 43,675 84,545 71,69 1,18245 0,737173 0,814291 
30-7-2013 21,985 3,3 25,65 122,35 5,735 43,415 85,55 71,21 1,1848 0,736626 0,814202 
29-7-2013 21,645 3,23 25,615 122,52 5,755 43,355 85,28 71,635 1,19304 0,736372 0,815924 
26-7-2013 21,735 3,31 25,68 121,5 5,71 43,45 84,85 71,385 1,19685 0,738453 0,816409 
25-7-2013 21,41 3,27 25,64 122,32 5,84 43,82 85,54 71,875 1,19732 0,739282 0,817084 
24-7-2013 21,05 3,24 25,7 123,685 5,84 44,49 86,17 72,67 1,19547 0,739991 0,817277 
23-7-2013 21,01 3,225 25,68 124,635 5,84 44,645 86,2 72,62 1,19169 0,739869 0,815243 
22-7-2013 20,66 3,13 25,58 125,27 5,77 44,525 86,485 72,67 1,18834 0,740719 0,813284 
19-7-2013 20,505 3,07 25,56 124,52 5,69 44,445 86,355 72,445 1,18741 0,741176 0,813082 
18-7-2013 20,285 3,09 25,595 123,13 5,675 44,13 86,18 72,53 1,18676 0,740789 0,812883 
17-7-2013 20,08 3,045 25,65 121,7 5,72 43,525 84,72 72,965 1,18518 0,739667 0,812064 
16-7-2013 20,255 3,04 25,64 121,135 5,685 43,15 83,805 73,455 1,18562 0,739188 0,811572 
15-7-2013 20,055 2,98 25,64 121,655 5,68 43,165 84,625 73,455 1,19066 0,742258 0,810059 
12-7-2013 20,255 2,98 25,615 120,925 5,62 42,625 84,18 73,435 1,19255 0,748427 0,808752 
11-7-2013 21,01 3,1 25,505 122,105 5,6 41,98 84,14 73,245 1,1921 0,749085 0,808646 
10-7-2013 20,5 3,075 25,34 118,835 5,64 42,16 83,045 72,13 1,19343 0,749987 0,808974 
9-7-2013 20,38 3,11 25,26 118,735 5,6 42,655 82,415 71,23 1,19211 0,751904 0,808667 
8-7-2013 20,355 3,115 25,245 118,78 5,575 42,63 81,455 71,115 1,18825 0,752235 0,807454 
5-7-2013 20,06 3,085 25,29 117,4 5,64 41,75 80,785 70,63 1,18659 0,753685 0,807125 
3-7-2013 19,995 3,065 25,41 115,885 5,69 41,045 80,88 70,415 1,18565 0,755507 0,808384 
2-7-2013 20,145 3,135 25,45 115,91 5,635 41,295 81,775 70,695 1,18649 0,757883 0,80872 
1-7-2013 20,685 3,16 25,42 117,18 5,695 41,615 82,13 71,02 1,18574 0,758918 0,80872 
28-6-2013 20,71 3,125 25,43 114,795 5,595 41,335 81,935 70,885 1,18443 0,759125 0,808718 
27-6-2013 21,385 3,17 25,425 115,245 5,525 41,445 82,03 70,585 1,18206 0,758838 0,810485 
26-6-2013 21,16 3,155 25,42 115,3 5,48 41,015 81,095 69,86 1,17945 0,758295 0,811347 
25-6-2013 20,615 3,105 25,715 115,16 5,435 40,21 80,11 68,67 1,17573 0,756964 0,812382 
24-6-2013 20,825 3,125 25,705 112,93 5,37 39,95 79,475 68,195 1,17084 0,755179 0,813002 
21-6-2013 21,375 3,36 25,68 114,4 5,3 40,675 79,82 69,73 1,16546 0,751375 0,812926 
20-6-2013 21,755 3,415 25,625 114,605 5,31 40,32 79,825 70,34 1,16189 0,748204 0,813259 
19-6-2013 22,51 3,56 25,795 119,775 5,15 40,9 81,78 72,6 1,16331 0,747787 0,811611 
18-6-2013 22,84 3,645 25,8 117,84 5,165 40,8 82,345 73,045 1,16401 0,747492 0,810523 
17-6-2013 22,645 3,625 25,785 119,32 5,205 40,525 82,51 73,315 1,16549 0,748117 0,810862 
14-6-2013 22,3 3,515 25,73 118,065 5,14 40,58 82,495 72,51 1,16937 0,748363 0,811385 
13-6-2013 22,23 3,54 25,535 118,77 5,14 40,595 81,745 72,58 1,17027 0,74693 0,812073 
12-6-2013 22,11 3,525 25,39 118,72 5,11 40,535 82,615 72,915 1,17141 0,748393 0,811013 
11-6-2013 21,83 3,515 25,605 118,48 5,12 40,895 82,315 72,38 1,17266 0,749991 0,808657 
10-6-2013 22,37 3,585 25,67 120,875 5,11 41,43 82,585 72,295 1,17204 0,751286 0,808657 
7-6-2013 22,32 3,61 25,64 120,565 5,12 41,095 82 71,59 1,16977 0,753353 0,808071 
6-6-2013 22,05 3,585 25,605 118,285 5,16 40,18 81,185 71,02 1,166 0,753649 0,808071 
5-6-2013 21,91 3,62 25,735 118,265 5 40,105 81,125 71,275 1,16355 0,752168 0,81087 
4-6-2013 21,955 3,68 25,76 119,575 5,065 40,795 81,54 71,865 1,16279 0,750527 0,812315 
3-6-2013 21,735 3,695 25,82 119,085 5,055 40,475 80,61 71,155 1,16177 0,749189 0,81277 
31-5-2013 21,735 3,745 25,91 118,625 5,165 40,95 81,165 72,08 1,15974 0,749722 0,812754 
30-5-2013 22,115 3,82 26,01 119,955 5,2 41,145 81,095 72,955 1,15682 0,752117 0,811838 
29-5-2013 22,07 3,81 26,005 120,64 5,465 40,555 81,575 72,435 1,15572 0,753384 0,811838 
28-5-2013 22,265 3,8 25,99 123,56 5,2 40,695 82,825 73,45 1,15325 0,753452 0,810543 
24-5-2013 21,68 3,65 25,905 122,095 5,295 39,9 82,165 74,14 1,14891 0,753565 0,810486 
23-5-2013 21,605 3,605 25,865 121,22 5,34 39,92 82,12 73,875 1,14517 0,754249 0,811034 
22-5-2013 21,67 3,685 25,955 123,635 5,42 40,545 83,425 75,09 1,14902 0,753806 0,811007 
21-5-2013 21,775 3,695 25,965 123,055 5,395 40,485 82,525 74,29 1,15539 0,753785 0,810513 
20-5-2013 21,83 3,76 25,965 124,28 5,4 40,07 83,155 74,14 1,15835 0,753293 0,810896 
17-5-2013 21,9 3,72 25,955 122,95 5,37 39,62 83,575 73,83 1,1591 0,754366 0,81028 
16-5-2013 21,835 3,725 25,965 125,265 5,42 39,415 84,225 75,165 1,1605 0,756662 0,808603 
15-5-2013 21,87 3,745 25,96 125,3 5,355 38,995 83,845 75,225 1,1625 0,757028 0,808552 
14-5-2013 21,735 3,78 25,995 125,495 5,345 38,5 83,22 74,67 1,16366 0,758404 0,809074 
13-5-2013 21,79 3,76 26,02 124,645 5,605 38,06 82,935 74,55 1,16239 0,75997 0,809015 
10-5-2013 22,06 3,79 26,02 123,945 5,535 37,99 82,915 74,885 1,16106 0,76171 0,808934 
9-5-2013 22,035 3,785 26,055 123,235 5,625 38,145 83,09 74,41 1,15797 0,762424 0,808934 
8-5-2013 22,37 3,885 26,125 123,595 5,625 38,36 83,23 74,985 1,15408 0,762015 0,808681 
7-5-2013 22,06 3,83 26,095 122,505 5,66 38,235 82,855 73,27 1,15447 0,764353 0,807982 
6-5-2013 21,96 3,82 25,98 122,955 5,82 37,865 82,46 73,185 1,15633 0,765819 0,807982 
3-5-2013 22,095 3,83 25,98 123,085 5,83 37,76 82,855 73,6 1,15644 0,765262 0,80766 
2-5-2013 21,485 3,815 25,86 122,375 5,82 37,515 82,505 73,585 1,15877 0,770555 0,805488 
1-5-2013 21,42 3,78 25,785 122,67 5,805 37,625 82,46 73,5 1,16153 0,779669 0,804412 
30-4-2013 21,49 3,82 25,8 121,69 5,865 37,79 82,33 73,91 1,16048 0,778896 0,805567 
29-4-2013 21,41 3,84 25,77 121,18 5,85 37,87 82,67 73,82 1,16052 0,778896 0,807712 
26-4-2013 20,88 3,715 25,72 120,355 5,845 37,67 82,645 73,155 1,16449 0,776225 0,809518 
25-4-2013 20,985 3,755 25,7 120,635 5,79 37,565 82,635 73,14 1,17131 0,770854 0,811073 
24-4-2013 21,005 3,695 25,725 121,45 5,79 37,295 83,255 72,625 1,16947 0,76937 0,810822 
23-4-2013 20,655 3,655 25,67 122,405 5,79 36,925 83,91 73,435 1,16616 0,767758 0,810212 
22-4-2013 20,21 3,53 25,625 120,15 5,825 36,63 82,84 72,225 1,16813 0,767758 0,812197 
19-4-2013 19,68 3,435 25,615 120,71 5,72 36,51 82,57 72,155 1,17087 0,768279 0,81344 
18-4-2013 19,57 3,4 25,64 120,865 5,73 36,415 81,78 72,13 1,17569 0,767206 0,813938 
17-4-2013 19,525 3,36 25,64 120,67 5,85 36,565 79,46 71,975 1,17837 0,765056 0,815379 
16-4-2013 20,155 3,4 25,62 120,73 5,835 36,985 79,56 73,39 1,1764 0,762843 0,815691 
15-4-2013 20,185 3,345 25,56 121,765 5,72 36,98 79,465 73,865 1,17485 0,762782 0,815855 
12-4-2013 20,35 3,425 25,525 122,32 5,79 37,01 79,39 73,005 1,17264 0,759688 0,81451 
11-4-2013 20,43 3,455 25,51 122,805 5,74 37,53 80,14 72,91 1,16801 0,752232 0,812059 
10-4-2013 20,51 3,445 25,48 121,585 5,64 37,525 79,68 72,21 1,16894 0,747494 0,811378 
9-4-2013 19,57 3,365 25,495 120,655 5,775 37,315 79,435 71,455 1,17381 0,748534 0,811571 
8-4-2013 19,155 3,32 25,5 123,485 5,64 36,865 78,88 71,365 1,17752 0,749547 0,812351 
5-4-2013 19,32 3,315 25,47 122,315 5,79 36,91 78,74 70,14 1,17626 0,749408 0,813824 
4-4-2013 19,03 3,215 25,49 124,26 5,74 37,115 78,935 70,79 1,17576 0,750277 0,813759 
3-4-2013 18,76 3,24 25,51 126,56 5,695 36,75 79,34 71,69 1,17552 0,752102 0,811821 
2-4-2013 18,935 3,26 25,54 126,075 5,605 36,935 79,575 71,455 1,17456 0,754612 0,80935 
1-4-2013 18,67 3,225 25,6 125,835 5,755 36,92 78,995 71,08 1,17627 0,756685 0,808049 
28-3-2013 18,73 3,235 25,645 125,7 5,645 36,935 78,6 70,82 1,17551 0,758051 0,809127 
27-3-2013 18,7 3,205 25,605 122,67 5,555 36,98 78,28 70,175 1,17551 0,762168 0,809629 
26-3-2013 19,17 3,265 25,365 122,85 5,655 37,26 78,365 70,82 1,17255 0,764728 0,807551 
25-3-2013 19,895 3,36 25,935 123,605 5,695 37,17 78,12 70,51 1,17121 0,766154 0,805955 
22-3-2013 20,695 3,46 25,935 123,56 5,99 37,24 77,965 70,89 1,17066 0,768377 0,804948 
21-3-2013 20,44 3,36 25,935 122,18 5,89 37,24 76,375 70,49 1,16878 0,769625 0,804592 
20-3-2013 20,765 3,39 25,775 123,17 6,03 37,595 76,57 71,37 1,16805 0,772068 0,801792 
19-3-2013 20,63 3,31 25,64 122,94 5,985 37,63 76,725 70,35 1,16888 0,775312 0,799637 
18-3-2013 20,94 3,325 25,675 121,41 5,89 37,76 76,795 69,505 1,16916 0,774305 0,80104 
15-3-2013 21,29 3,355 25,685 121,45 5,885 37,75 76,925 69,74 1,16925 0,773235 0,803681 
14-3-2013 21,235 3,375 25,645 120,61 5,735 36,915 77,04 68,73 1,16992 0,774485 0,802031 
13-3-2013 20,54 3,365 25,565 118,73 5,67 36,695 76,875 68,735 1,16992 0,775794 0,797439 
12-3-2013 20,605 3,585 25,61 119,315 5,74 36,905 76,935 69,585 1,17424 0,775258 0,798029 
11-3-2013 20,735 3,64 25,61 119,23 5,765 36,835 77,09 68,8 1,1809 0,776745 0,801827 
8-3-2013 21,015 3,615 25,645 119,32 5,835 36,425 77,03 68,72 1,1825 0,778259 0,802232 
7-3-2013 20,505 3,6 25,64 120,47 5,805 36,28 76,92 68,86 1,18235 0,777914 0,802329 
6-3-2013 20,18 3,555 25,655 120,67 5,87 35,975 76,855 68,78 1,18226 0,775903 0,803254 
5-3-2013 20,185 3,58 25,655 120,68 5,86 36,05 76,78 69,09 1,17905 0,773405 0,802673 
4-3-2013 19,735 3,535 25,615 119,195 5,69 35,605 76,08 68,62 1,17921 0,770486 0,804677 
1-3-2013 19,43 3,5 25,615 118,54 5,71 35,205 75,66 67,885 1,18221 0,770411 0,804574 
28-2-2013 19,665 3,57 25,58 119,74 5,705 35,195 75,695 67,995 1,18221 0,766927 0,807244 
27-2-2013 19,21 3,53 25,57 118,14 5,74 34,91 75,06 67,14 1,18221 0,761776 0,812071 
26-2-2013 18,915 3,53 25,525 118,96 5,645 34,81 75,385 67,065 1,18349 0,762923 0,812717 
25-2-2013 19,645 3,745 25,58 118,565 5,76 35,36 75,71 69,48 1,18669 0,763839 0,814039 
22-2-2013 19,535 3,705 25,645 120,38 5,77 35,61 75,36 68,96 1,18746 0,762929 0,814913 
21-2-2013 19,105 3,655 25,72 118,595 5,735 35,35 75,08 68,645 1,18607 0,761983 0,816492 
20-2-2013 19,655 3,805 25,78 119,87 5,79 35,19 75,575 69,985 1,18226 0,760199 0,817852 
19-2-2013 20,035 3,87 25,78 119,91 5,79 35,175 74,535 69,495 1,18089 0,760059 0,816655 
15-2-2013 19,79 3,825 25,755 119,965 5,625 35,19 73,095 69,235 1,18399 0,763584 0,815141 
14-2-2013 20,245 3,87 25,725 119,54 5,73 35,09 72,35 68,58 1,18681 0,76583 0,814071 
13-2-2013 20,64 3,95 25,66 118,725 5,67 35,235 71,675 68,695 1,1848 0,767424 0,813112 
12-2-2013 20,365 3,97 25,63 118,255 5,68 35,385 72,255 68,425 1,17705 0,767988 0,81195 
11-2-2013 20,01 3,905 25,605 117,71 5,685 35,155 72,42 68,215 1,17271 0,768676 0,814809 
8-2-2013 20,205 3,87 25,595 119,28 5,77 34,8 72,67 68,115 1,17023 0,767261 0,818797 
7-2-2013 20,135 3,91 25,625 118,225 5,625 34,75 72,745 68,18 1,16735 0,766075 0,820273 
6-2-2013 20,21 3,99 25,61 117,5 5,565 34,845 72,93 68,755 1,16792 0,764412 0,821183 
5-2-2013 20,515 4,06 25,54 117,97 5,56 34,975 72,895 68,515 1,16785 0,764412 0,82255 
4-2-2013 20,205 4,05 25,58 118,91 5,605 34,81 72,535 68,215 1,16665 0,762409 0,822765 
1-2-2013 21,12 4,24 25,555 120,675 5,49 35,1 72,84 68,26 1,17 0,763899 0,822621 
31-1-2013 21,64 4,295 25,47 119,4 5,545 34,89 73,025 68,085 1,17116 0,763815 0,822427 
30-1-2013 22,055 4,3 25,485 117,765 5,59 34,885 73,15 68,02 1,17146 0,763165 0,821535 
29-1-2013 22,075 4,305 25,485 118,02 5,73 35,19 72,705 67,85 1,17278 0,764152 0,820265 
28-1-2013 21,96 4,24 25,515 117,27 5,785 35,05 72,485 67,6 1,17137 0,765108 0,820273 
25-1-2013 22,255 4,21 25,515 117,585 5,725 35,13 72,39 67,175 1,17367 0,767352 0,821378 
