 IBDRY ENLAY HSEA DEO TSCDF WFC PEP NVS DTE.DE GPDNF BP RBS PG JNJ GE C VZ NTT EOAN.DE OR.PA GBPEUR USDEUR CHFEUR EURJPY 
24-11-2006 54.95 6.385 25.065 76.42 5.64 35.505 62.365 58.81 13.565 69.5 66.18 4.445 63.57 66.2 35.785 50.49 34.85 24.31 107.4 78.045 1.46611 0.733407 0.607059 163.004 
22-11-2006 55.175 6.315 25.35 76.165 5.6 35.615 62.51 58.665 13.53 69.59 66.705 4.165 63.35 66.72 35.905 50.765 35.01 24.195 106.705 77.775 1.46391 0.733177 0.607892 163.013 
21-11-2006 57.475 6.235 25.515 76.025 5.62 35.985 62.65 58.19 13.44 69.53 66.78 4.05 63.485 66.685 35.86 50.65 35.135 23.94 106.905 77.305 1.4647 0.733006 0.608058 162.87 
20-11-2006 55.9 6.34 25.68 76.19 5.68 36.175 62.385 58.255 13.48 69.53 66.375 4.22 63.8 67.215 36.105 50.67 34.9 23.905 107.925 77.62 1.46747 0.733581 0.609037 161.986 
17-11-2006 55.2 6.28 25.41 75.72 5.685 36.38 62.08 58.11 13.53 70.05 66.225 3.855 63.585 67.075 36.025 50.68 36 24.25 108.21 78.34 1.46993 0.734299 0.609819 161.445 
16-11-2006 55.6 6.315 25.565 75.505 5.72 36.49 61.775 58.11 13.445 70.5 67.44 3.38 63.405 66.225 36 50.585 35.95 24.055 108.04 79.8 1.4728 0.736278 0.609735 161.075 
15-11-2006 55.125 6.19 25.475 75.62 5.675 36.42 61.56 58.175 14.18 70.5 67.3 3.175 63.225 66.71 35.705 50.45 35.975 24.045 108.39 81.49 1.4738 0.736179 0.609149 161.174 
14-11-2006 53.5 6.065 25.3 76.005 5.69 36.555 61.68 57.745 14.365 71.55 67.245 3.325 63.065 66.02 35.465 50.445 36.11 24.27 108.205 82.62 1.47344 0.735683 0.609771 161.074 
13-11-2006 52.075 6.11 25.13 76.21 5.77 36.67 61.8 58.445 14.34 72.5 67.235 4.015 63.47 66.265 35.47 50.725 35.785 24.245 108.435 81.94 1.47533 0.735768 0.610814 160.851 
10-11-2006 52.575 6.305 25.22 76.32 5.84 36.65 62.635 59.215 14.41 72.8 68.595 3.975 63.675 65.895 35.215 50.65 35.77 24.71 108.65 82.555 1.47633 0.736981 0.609869 161.373 
9-11-2006 52.55 6.275 25.195 75.585 5.84 36.745 63.02 59.62 14.59 72.8 68.515 3.695 63.595 66.78 35.455 50.465 36.375 24.635 108.835 81.59 1.47148 0.738054 0.608767 161.818 
8-11-2006 52.425 6.325 25.25 74.815 5.84 36.635 63.5 60.525 14.525 70.34 68.205 3.905 64.145 67.855 35.575 50.495 36.62 24.575 110.045 81.51 1.46771 0.738298 0.608243 161.731 
7-11-2006 52.85 6.335 25.365 75.045 5.71 36.385 63.315 61.39 14.585 70.34 68.48 4.09 63.9 68.585 35.46 50.47 36.955 24.975 110.555 81.23 1.46826 0.740643 0.608888 161.035 
6-11-2006 51.9 6.415 25.39 74.18 5.755 36.21 63.215 61.13 14.675 70.33 68.085 3.935 63.435 68.04 35.155 49.865 36.85 24.88 112.29 80.425 1.46959 0.743657 0.610101 160.352 
3-11-2006 54.15 6.345 25.37 74.215 5.735 36.08 63.19 60.925 14.695 69.825 67.155 3.06 63.295 68.04 34.845 49.735 36.84 24.885 110.7 80.55 1.47049 0.74518 0.611064 159.928 
2-11-2006 53.9 6.385 25.21 74.57 5.67 35.915 63.26 60.805 14.715 68.95 67.185 3.16 63.075 67.545 34.765 49.675 37.005 24.955 110.375 81.55 1.46875 0.746648 0.611196 159.622 
1-11-2006 53 6.34 25.1 74.755 5.82 36.035 63.465 60.755 14.74 70.15 67.35 3.105 63.09 67.21 35.025 50.315 37.09 25.115 109.4 80.9 1.47121 0.747918 0.611577 159.489 
31-10-2006 53.575 6.31 25.12 74.365 5.69 36.455 63.4 60.82 14.545 70.15 66.68 3.115 62.87 67.515 35.135 50.285 36.805 25.235 106.26 80.075 1.47121 0.74729 0.612265 159.266 
30-10-2006 53.775 6.34 25.175 74.435 5.82 36.37 63.565 60.52 14.55 70.6 67.335 3.265 63.735 67.955 35.26 50.245 38.01 25.72 103.615 80.675 1.47625 0.747916 0.613376 158.726 
27-10-2006 55.5 6.295 25.15 74.73 5.89 36.435 63.57 60.59 14.725 70.14 68.295 2.6 63.495 68.32 35.335 50.525 38.605 26.045 101.275 80.425 1.47948 0.748912 0.614161 158.358 
26-10-2006 55.2 6.31 25.1 74.36 5.81 36.28 63.69 60.645 14.55 70.14 68.71 1.73 63.285 68.485 35.605 50.76 38.545 25.845 99.435 80.4 1.47857 0.748439 0.6154 157.818 
25-10-2006 53.75 6.335 25.205 73.45 5.77 36.285 63.42 60.7 14.53 70.14 68.775 1.73 63.11 68.71 35.5 50.665 38.145 25.66 98.535 80.7 1.47534 0.748613 0.616125 157.319 
24-10-2006 53.55 6.295 25.315 72.355 5.72 36.41 63.09 60.26 14.25 70.72 68.195 1.715 62.92 68.56 35.46 50.445 37.94 25.945 99.615 80.8 1.47353 0.749384 0.616301 157.006 
23-10-2006 53.8 6.24 25.39 72.515 5.685 36.54 63.11 60.395 14.005 71.455 67.26 1.405 62.86 68.87 35.48 50.265 37.89 26.38 99.67 81.675 1.47288 0.749979 0.617315 156.461 
20-10-2006 52.725 6.15 25.575 72.365 5.7 36.74 62.805 60.49 13.905 71.72 67.96 1.535 62.515 68.705 35.42 49.745 37.475 26.165 98.675 81.6 1.47311 0.749479 0.617731 156.909 
19-10-2006 53.06 6.035 25.715 72.26 5.7 36.56 62.86 59.605 13.84 72 67.55 1.26 62.35 68.03 35.315 49.72 37.085 26.155 98.9 81.275 1.47577 0.75087 0.617287 157.283 
18-10-2006 52.75 6.1 25.84 71.98 5.685 36.72 62.805 57.885 13.885 69 67.12 1.215 62.415 67.325 35.65 50.205 36.66 25.88 98.535 81.275 1.47708 0.75268 0.61767 156.861 
17-10-2006 52.74 6.01 26.125 71.65 5.72 36.215 62.495 57.56 13.885 69 67.845 1.17 62.125 66 35.42 49.955 36.66 25.62 98.67 81.075 1.47494 0.750903 0.61767 157.047 
16-10-2006 52.33 6.08 26.41 71.405 5.715 36.17 62.54 57.61 13.825 67.14 67.27 1.175 61.865 64.89 35.535 50.1 36.905 26.245 99.35 80.7 1.47231 0.749138 0.61834 156.976 
13-10-2006 52.465 5.99 26.77 71.37 5.73 36.31 62.29 57.13 13.72 66.945 66.08 1.38 61.92 65.12 35.79 50.06 36.965 26.22 99.8 77.475 1.47093 0.751439 0.619547 156.428 
12-10-2006 54.65 6.04 26.615 71.51 5.855 36.29 62.83 57.555 13.72 65.69 64.59 1.31 62.595 65.035 36.21 50.27 37 26.325 100.595 77.875 1.46468 0.751885 0.620518 156.197 
11-10-2006 55.4 6.095 26.51 70.94 5.89 36.2 63.375 57.825 13.785 66.04 63.93 1.15 62.395 65 36.215 50.34 36.745 26.355 99.74 75.925 1.45985 0.751404 0.621685 155.688 
10-10-2006 56.03 6.04 26.465 70.675 5.96 36.4 63.49 57.785 13.87 66.15 64.27 1.11 62.385 64.84 36.21 51.07 36.455 25.94 98.815 75 1.4605 0.752789 0.621819 155.283 
9-10-2006 56.67 6.21 26.6 71.315 5.865 36.3 63.985 57.955 13.925 66.25 64.52 0.96 62.89 64.83 36.05 51.01 36.365 26.1 96.595 74.9 1.46258 0.756662 0.621756 154.479 
6-10-2006 57.15 6.305 26.615 71.845 5.91 36.325 64.475 57.745 13.85 67.105 64.295 0.94 63.015 65.01 36.165 50.835 36.7 26.155 97.65 75.35 1.46224 0.757816 0.621582 153.897 
5-10-2006 56.75 6.39 26.885 72.01 5.945 36.56 64.5 58.145 13.855 67.655 64.78 0.94 63.475 65.375 36.21 50.92 37.095 26.05 97.785 76 1.46715 0.759224 0.619297 154.804 
4-10-2006 58.075 6.33 26.8 71.385 6.08 36.455 64.825 58.285 13.925 67.9 64.525 1.075 62.775 65.625 35.84 50.53 37.415 25.755 98.83 75.975 1.47208 0.761322 0.61799 155.172 
3-10-2006 58.525 6.315 25.935 71.375 6.07 36.305 64.545 58.57 13.91 68.435 63.99 1.075 62.195 65.325 35.67 49.97 37.345 25.225 102.21 76.1 1.47122 0.761528 0.619337 154.565 
2-10-2006 58.85 6.44 25.915 71.275 6.05 36.075 64.735 58.82 13.715 68.27 65.79 1.105 62.1 65.135 35.495 49.565 37.18 25.255 103.775 75.775 1.46849 0.760544 0.622553 153.302 
29-9-2006 58.725 6.355 25.885 70.905 6.04 36.27 65.235 58.42 13.56 68.28 65.395 1.07 62.335 64.83 35.355 49.825 37.1 24.66 104 75.375 1.46983 0.762104 0.62335 152.714 
28-9-2006 58.61 6.445 25.88 71.015 5.94 36.215 65.535 58.78 13.475 68.94 65.97 1.04 62.235 64.925 35.415 49.96 36.815 24.825 102.83 74.95 1.46876 0.762428 0.624504 152.287 
27-9-2006 58.49 6.34 25.73 71.49 5.82 36.275 65.575 58.37 13.34 68.28 65.685 1.085 62.605 64.695 35.41 50.095 37.175 24.815 103.155 75.625 1.47096 0.760162 0.62429 152.863 
26-9-2006 58.445 6.19 26.025 72.65 5.81 36.365 65.265 58.23 13.37 70.11 64.805 1.01 62.28 64.535 35.255 50.095 37.625 24.59 102.945 75.825 1.47982 0.7578 0.622086 154.778 
25-9-2006 59.35 6.145 26 72.155 5.865 36.27 64.925 58.075 13.275 71.04 64.525 18.82 62.03 64.18 34.635 49.84 37.385 24.515 101.675 76.575 1.48424 0.756662 0.620362 156.224 
22-9-2006 57.725 6.105 25.93 71.605 5.835 36.095 64.32 58.26 13.26 70.1 65.785 19.15 61.77 63.98 34.385 49.46 37.11 23.955 99.82 76.95 1.48497 0.756849 0.619321 157.079 
21-9-2006 59.55 6.155 26.01 71.755 5.8 36.185 64.925 57.955 13.165 70.005 65.575 17.21 61.725 64.23 34.575 49.805 36.795 24.205 99.82 76.9 1.48851 0.757971 0.617268 158.51 
20-9-2006 59.55 5.985 26.225 71.51 5.755 36.2 65.075 57.945 13.285 70.2 65.655 16.41 61.27 64.32 34.86 49.89 36.415 24.285 100.66 76.925 1.49055 0.759247 0.616321 159.247 
19-9-2006 58.925 6 26.345 70.915 5.89 35.805 64.56 57.025 13.495 70.255 65.37 15.555 60.57 64.075 34.73 49.505 35.86 24.295 101.635 75.9 1.49005 0.760499 0.615549 159.243 
18-9-2006 60.7 6.125 25.94 70.51 5.875 35.715 64.905 57.125 13.47 70.22 65.16 15.295 60.71 64.11 34.785 49.415 35.805 24.49 102.535 75.825 1.48791 0.761788 0.614919 158.723 
15-9-2006 60.2 6.14 25.955 70.11 5.83 35.87 64.885 56.975 13.39 70.22 64.865 13.525 61.325 63.87 34.86 49.38 35.82 24.49 102.655 75.825 1.48607 0.76078 0.615313 158.116 
14-9-2006 60.71 6.17 25.9 70.365 5.75 35.475 64.685 57.225 13.54 69.315 66.315 12.505 60.4 63.635 34.68 49.235 35.865 24.61 103.775 75.825 1.48405 0.760384 0.61603 157.512 
13-9-2006 61.57 6.15 25.9 70.05 5.61 35.34 64.635 57.12 13.7 68.88 66.185 12.81 61.135 63.905 34.665 49.185 35.795 24.715 103.525 74.9 1.48357 0.760846 0.616481 157.04 
12-9-2006 63.05 6.125 25.965 71.18 5.69 35.245 64.845 57.085 13.805 68.88 65.23 13.395 61.965 63.91 34.555 48.98 35.665 24.56 101.765 74.9 1.48672 0.761171 0.615826 157.221 
11-9-2006 62.575 5.97 26.03 70.35 5.66 34.66 64.625 56.565 13.82 70.45 65.045 14.055 61.595 63.825 34.095 48.885 35.455 24.48 101.435 75.4 1.49262 0.762724 0.614964 157.929 
8-9-2006 58.7 5.905 26.035 69.975 5.755 34.805 64.665 56.075 13.85 70.45 66.005 15.305 61.72 63.565 33.965 48.635 35.42 24.86 101.795 76.275 1.49518 0.766974 0.615131 158.101 
7-9-2006 61.9 5.935 26.05 70.645 5.86 34.855 64.365 55.94 13.815 70.11 66.015 16.445 61.685 63.475 33.99 49.035 35.26 24.95 101.435 76.875 1.49918 0.76986 0.615613 158.003 
6-9-2006 61.175 5.93 26.005 71.185 5.87 34.97 64.94 56.23 13.855 70.11 67.195 16.5 61.405 64.085 33.95 49.09 35.455 25.465 99.405 77.275 1.49991 0.769415 0.615958 158.344 
5-9-2006 61.8 5.975 25.445 71.725 5.955 34.895 65.295 56.87 13.915 70.11 68.155 16.78 61.44 64.475 34.025 49.4 35.445 25.575 98.045 78.35 1.50323 0.768623 0.616612 157.994 
1-9-2006 63.7 5.855 25.565 72.115 6 34.77 65.47 57.115 13.74 70.11 67.935 15.9 61.92 64.735 34.145 49.46 35.54 24.995 97.26 78.125 1.51317 0.768996 0.618646 157.079 
31-8-2006 63 5.855 25.365 71.35 6.025 34.795 65.5 57.13 13.595 70.11 68.165 18.61 61.79 64.58 34.165 49.485 35.31 25.235 96.275 77.9 1.51703 0.770886 0.620476 156.147 
30-8-2006 63.455 5.755 24.87 73.35 6.02 34.845 65.72 57.64 13.49 69.29 67.715 19.58 61.715 64.7 34.315 49.47 35.33 25.245 94.865 76.875 1.51708 0.772823 0.619573 155.855 
29-8-2006 63.7 5.69 25.275 71.9 6.015 34.875 65.38 57.28 13.215 69.21 67.645 19.26 61.075 64.475 34.07 49.06 35.02 25.225 95.46 76.05 1.51635 0.772262 0.618444 156.523 
28-8-2006 63.6 5.715 25.195 72.285 6 35.055 64.47 56.935 13.45 69.11 67.975 18.78 60.72 64.71 33.85 48.93 34.79 25.145 97.63 75.9 1.51421 0.770155 0.617841 157.05 
25-8-2006 65.55 5.785 25.05 71.53 5.965 35 64.055 56.66 13.5 67.95 68.475 20.33 60.995 64.75 33.815 48.65 34.71 25.205 96.91 75.85 1.51001 0.769061 0.616904 157.232 
24-8-2006 65.675 5.795 25.185 72.05 6 35.105 64.205 57.12 13.575 68.92 68.56 20.385 61.1 64.685 33.88 48.635 34.635 24.73 96.575 76.575 1.51261 0.771412 0.616227 157.567 
23-8-2006 68.4 5.855 25.33 72.02 5.93 34.775 63.725 56.9 13.54 68.92 69.465 20.24 61.09 63.93 33.735 48.415 34.57 24.91 97.03 76.7 1.51502 0.772497 0.6165 157.639 
22-8-2006 68.75 5.82 25.54 72.25 5.945 35.095 63.515 56.81 13.63 71.53 69.77 19.54 60.945 64.185 33.935 48.565 34.42 25.02 95.835 75.975 1.51619 0.774075 0.617287 157.233 
21-8-2006 71.1 5.855 25.675 72.405 5.88 35.15 63.24 57.21 13.65 72.55 70.39 17.03 60.605 64.385 33.935 48.505 34.35 25.35 96.365 74.8 1.51722 0.773013 0.617952 156.85 
18-8-2006 71 5.755 25.75 71.52 5.79 35.385 62.705 57.055 13.625 72.55 69.535 16.775 60.1 64.375 33.855 48.525 34.335 25.795 97.045 75.6 1.5184 0.770271 0.618248 157.089 
17-8-2006 68 5.815 25.965 71.73 5.83 35.225 62.855 57.175 13.47 71.94 68.68 16.62 60.39 64.405 33.825 48.485 34.145 25.915 97.715 76.575 1.52201 0.769557 0.617952 157.815 
16-8-2006 68.25 5.85 26.06 72.585 5.845 35.23 63.355 57.17 13.46 70.615 68.9 15.725 60.395 64.585 33.58 48.57 34.29 25.85 97.075 76.225 1.52552 0.770878 0.618225 157.649 
15-8-2006 67.725 5.8 26.17 72.92 5.85 35.4 63.71 56.465 13.49 70.07 69.735 14.255 60.36 64.165 33.16 48.435 34.09 25.75 96.255 76.275 1.5236 0.771675 0.617935 157.287 
14-8-2006 67.9 5.875 26.255 71.37 5.88 35.045 63.63 55.825 13.165 70.33 69.675 13.1 60.195 63.87 33.03 47.855 34.1 25.31 95.49 77.25 1.52291 0.772039 0.618332 156.942 
11-8-2006 68.43 5.94 26.15 70.595 5.855 69.315 63.215 55.5 12.91 70.33 69.34 12.69 60.12 63.595 32.6 47.57 33.91 24.545 95.855 77.725 1.5217 0.772841 0.619254 156.414 
10-8-2006 67.56 5.99 26.15 70.4 5.895 69.055 63.145 55.36 12.89 70.575 69.695 12.835 59.935 63.525 32.51 47.7 33.79 24.445 95.82 78.3 1.51924 0.77325 0.619749 155.966 
9-8-2006 68.65 6.04 26.05 70.885 5.915 70.68 63.39 56.115 12.805 70.87 70.625 12.545 59.69 63.375 32.48 48.28 34.08 24.85 95.135 78.65 1.51744 0.772846 0.619688 155.847 
8-8-2006 67.225 5.99 26.05 70.43 5.86 71.915 63.57 55.415 12.81 70.87 70.02 12.84 59.64 63.555 32.5 48.43 33.5 24.615 93.73 78.45 1.51658 0.773351 0.620148 155.615 
7-8-2006 67.15 5.99 26.07 70.265 5.73 72.585 62.985 55.645 12.78 72.975 70.89 13.93 59.155 63.3 32.67 48.335 33.5 24.985 93.03 78.275 1.5093 0.773375 0.620247 155.448 
4-8-2006 67.9 5.975 26.12 70.54 5.71 73.3 62.96 56.235 12.845 73.18 72.405 13.935 59.425 63.44 32.795 48.55 33.685 24.98 93.69 78.875 1.49562 0.772007 0.620074 155.18 
3-8-2006 66.595 5.85 26.275 70.43 5.77 72.435 63.11 55.42 12.79 73.435 72.185 14.795 58.91 63.19 32.655 48.4 33.35 25.06 93.41 79.325 1.49191 0.769632 0.620074 154.958 
2-8-2006 66.25 5.8 25.78 70.525 5.755 72.17 62.805 55.8 12.825 73.69 72.865 15.355 58.185 63.04 32.615 48.555 33.32 25.68 92.145 79.25 1.48842 0.768124 0.620785 154.723 
1-8-2006 66.35 5.645 25.785 69.505 5.71 72.22 63.29 55.975 12.805 73.69 72.035 15.545 55.885 62.57 32.64 48.34 33.22 25.51 91.66 79.05 1.48471 0.768853 0.621763 154.19 
31-7-2006 65.58 5.595 26.02 70.59 5.705 72.2 63.215 56.64 12.76 73.69 72.54 15.375 56.365 62.705 32.795 48.365 33.84 26.035 92.605 78.5 1.48338 0.766097 0.621015 155.229 
28-7-2006 66.2 5.54 26.045 70.64 5.735 71.64 63.035 56.385 12.6 73.69 72.67 15.005 56.945 62.725 32.985 48.215 33.655 25.93 93.57 78.125 1.48337 0.758902 0.619873 157.138 
27-7-2006 65.65 5.57 26.135 69.74 5.75 70.595 63.13 55.8 12.43 73.69 72.165 15.625 56.695 62.31 32.71 47.605 33.555 25.56 93.675 78.875 1.4845 0.754781 0.620481 157.635 
26-7-2006 64.5 5.55 26.24 68.105 5.64 70.715 63.4 55.835 12.49 72.55 70.31 16.345 56.54 61.9 32.625 47.515 33.125 25.17 93.955 78.725 1.48465 0.755808 0.621339 157.338 
25-7-2006 64.55 5.535 26.295 67.88 5.645 70.545 63.04 55.485 12.555 72.71 69.755 16.495 56.735 61.745 32.63 47.56 32.64 25.28 93.63 78.375 1.48673 0.758932 0.621649 156.76 
24-7-2006 64.15 5.41 26.255 67.945 5.6 71.1 63.055 55.57 12.665 71.95 69.93 14.995 56.57 61.815 32.525 47.315 32.36 25.405 94.165 77.575 1.48673 0.758932 0.621649 156.76 
21-7-2006 63.24 5.355 26.175 66.955 5.76 71.075 62.675 55.085 12.525 71.86 68.685 12.815 56.45 61.78 32.405 47.05 32.055 24.99 94.725 76.725 1.49093 0.761311 0.62257 156.05 
20-7-2006 62.59 5.395 26.22 67.005 5.58 71.39 62.785 54.565 12.395 72.49 69.135 12.15 56.585 61.465 32.71 47.25 32.19 24.705 95.09 76.5 1.49075 0.761538 0.62366 156.049 
19-7-2006 63.3 5.395 26.26 66.03 5.63 69.75 63.04 54 12.47 72.49 69.335 11.58 56.175 60.99 32.765 47.17 32.045 24.245 94.665 76.15 1.49143 0.761565 0.624238 156.091 
18-7-2006 62.14 5.42 26.385 65.66 5.575 68.36 62.765 54.05 12.51 73.44 69.395 3.3 55.61 60.35 32.37 46.56 31.63 24.325 94.575 76.05 1.49168 0.761576 0.624263 156.019 
17-7-2006 60.79 5.275 26.195 65.77 5.465 68.35 61.845 54.215 12.395 73.55 69.785 3.535 55.86 60.925 32.255 46.64 31.57 24.43 94.165 76.05 1.49104 0.760519 0.623934 155.989 
14-7-2006 60.35 5.06 26.28 66.59 5.455 67.82 61.805 54.66 12.39 72.7 71.155 3.57 55.805 60.605 32.215 47.71 31.73 24.625 94.2 76.85 1.49071 0.758083 0.623535 156.012 
13-7-2006 60.445 5.075 26.125 67.45 5.455 68.15 61.97 55.315 12.425 72.795 70.77 3.375 56.595 60.465 32.81 48.315 31.985 25.02 94.04 77.7 1.49063 0.758685 0.623899 155.689 
12-7-2006 60.45 5.13 26.25 68.12 5.46 68.585 61.525 55.8 12.355 72.625 70.28 4.05 56.92 60.76 33.11 49.22 32.52 24.955 94.26 77.3 1.48994 0.762359 0.624783 154.83 
11-7-2006 60.225 5.15 26.335 68.07 5.395 68.32 61.19 55.655 12.24 72.6 70.87 4.505 57.06 60.795 33.185 49.27 32.805 24.875 93.955 76.75 1.49165 0.76419 0.625594 154.509 
10-7-2006 60 5.075 26.375 67.75 5.315 68.345 60.815 54.905 12.275 72.6 70.975 6.145 56.78 60.845 33.28 49.37 32.945 24.775 93.73 76.225 1.4912 0.761834 0.626192 154.796 
7-7-2006 60.47 5.145 26.465 67.135 5.345 67.905 60.475 54.46 11.915 72.075 71.42 5.79 56.5 60.65 33.36 49.3 33.04 24.535 92.58 76.225 1.48751 0.756195 0.62698 155.195 
6-7-2006 61.45 5.235 26.49 67.465 5.325 67.215 60.37 54.555 11.795 72.305 70.44 6.295 56.345 60.37 33.46 49.305 32.8 23.89 92.145 76.125 1.48365 0.754515 0.627658 155.083 
5-7-2006 60.46 5.31 26.365 67.19 5.28 67.01 60.41 54.105 11.74 74.11 69.72 5.84 55.895 60.11 33.29 48.96 33.36 24.005 91.645 75.275 1.48073 0.756125 0.628346 154.541 
3-7-2006 60.7 5.32 25.875 68.17 5.215 67.195 60.465 54.565 11.725 74.25 70.495 6.025 56.215 60.2 33.23 48.775 33.63 24.475 92.335 74.95 1.48021 0.757836 0.628694 153.849 
30-6-2006 60.41 5.3 26.105 67.53 5.265 67.49 60.025 53.77 11.725 74.25 69.83 5.925 56.395 60.13 33.155 48.595 33.35 24.52 93.07 75.175 1.48003 0.755469 0.628837 153.37 
29-6-2006 59.86 5.365 26.095 66.795 5.41 66.52 59.33 52.895 11.725 75.22 68.435 6.415 56.41 59.625 33.08 48.595 33.045 23.72 93.43 75.875 1.4797 0.751935 0.629519 152.971 
28-6-2006 60.25 5.325 26.195 66.525 5.5 66.135 59.07 52.005 11.59 75.22 67.68 7.185 55.76 59.275 32.91 47.775 32.68 23.025 93.355 77.75 1.48162 0.751089 0.629342 153.064 
27-6-2006 60.25 5.365 26.315 66.38 5.57 65.47 59.12 52.235 11.335 75.15 67.305 7.38 55.6 59.885 33.075 48.16 32.605 23.105 93.44 78.675 1.48391 0.750476 0.628623 153.541 
26-6-2006 60.91 5.22 26.35 66.395 5.59 65.625 59.34 52.745 11.265 75.15 66.935 6.86 55.63 59.88 33.095 47.99 32.845 23.34 93.025 79.575 1.48508 0.75028 0.628339 153.908 
23-6-2006 61.975 5.365 26.425 66.645 5.54 65.58 59.74 52.72 11.18 73.945 67.32 6.715 55.83 61.37 33.24 47.915 32.795 23.66 92.765 79.575 1.48373 0.752944 0.62851 153.672 
22-6-2006 61.975 5.375 26.385 67 5.64 66.3 59.845 52.24 11.27 73.24 66.375 6.825 55.72 61.46 33.3 48.525 32.985 23.79 93 80.15 1.481 0.758517 0.628946 153.076 
21-6-2006 63.5 5.415 26.39 67.955 5.55 66.85 59.625 52.32 11.34 73.77 66.535 6.35 55.825 61.7 33.665 48.4 32.98 23.65 93.52 80.575 1.47941 0.759715 0.629915 152.814 
20-6-2006 61.3 5.485 26.4 68.315 5.53 66.535 59.485 52.1 11.4 73.42 65.97 5.83 55.35 61.455 33.68 48.13 32.43 23.25 96.42 79.6 1.47698 0.761078 0.630891 152.479 
19-6-2006 61.73 5.44 26.38 66.985 5.54 66.66 59.595 52 11.355 74.55 65.875 5.095 55.35 61.5 33.795 48.22 32.48 22.93 96.475 78.875 1.47586 0.762293 0.631307 152.039 
16-6-2006 60.05 5.495 26.36 67.21 5.435 66.56 59.615 52.195 11.36 74.75 66.47 6.08 55.015 61.525 33.83 48.51 32.33 22.88 98.405 79.6 1.47705 0.767144 0.631078 151.422 
15-6-2006 57.025 5.58 26.335 67.245 5.44 66.545 58.85 52.335 11.475 74.155 66.68 5.495 54.53 61.215 33.92 48.45 31.92 23.075 99.465 80.3 1.47929 0.7741 0.629627 150.932 
14-6-2006 58.225 5.56 26.35 66.545 5.47 66.26 58.815 52.42 11.515 74.46 65.01 6.215 54.36 61.17 33.825 48.035 31.47 22.86 100.285 79.975 1.48013 0.777776 0.628035 151.208 
13-6-2006 57.63 5.61 26.405 66.01 5.45 67.825 59.38 52.405 11.485 74.46 65.165 6.62 54.675 61.35 33.96 48.735 31.535 22.78 100.505 79.7 1.47953 0.779826 0.627253 151.337 
12-6-2006 47.8 5.655 26.475 67.07 5.385 69.165 59.83 53.28 11.58 74.46 67.08 6.57 54.54 61.5 34.065 49.635 31.52 23.1 99.715 79.725 1.47724 0.779476 0.626858 151.258 
9-6-2006 47.8 5.66 26.41 67.065 5.355 69.195 60 53.805 11.57 73.755 67.695 8.045 54.555 61.5 34.26 49.9 31.64 23.315 99.285 79.075 1.47577 0.779867 0.626297 151.133 
8-6-2006 53.46 5.615 26.43 67.03 5.315 68.415 60.195 53.72 11.51 73.88 67.255 6.56 54.2 61.395 34.27 49.685 31.72 23.735 98.405 79.275 1.47506 0.780448 0.626066 151.147 
7-6-2006 54.875 5.7 26.445 68.415 5.38 68.36 60.545 55.015 11.48 73.88 69.175 6.41 53.645 61.35 34.66 50.06 31.85 24.905 97.745 80 1.47917 0.780423 0.626764 150.953 
6-6-2006 54.59 5.72 26.45 67.16 5.455 67.19 60.135 55.22 11.335 73.7 70.21 6.095 53.125 60.805 34.395 49.545 31.56 24.9 98.43 79.25 1.48372 0.779486 0.627426 151.005 
5-6-2006 53.75 5.59 26.46 67.83 5.44 67.77 60.08 56.225 11.32 73.65 71.595 6.32 53.555 60.295 34.4 49.98 31.82 25.12 98.965 78.975 1.48685 0.778637 0.627579 151.082 
2-6-2006 53.975 5.545 26.41 67.365 5.47 67.995 60.61 56.475 11.265 72.015 71.49 5.975 54.175 60.73 34.645 49.95 32.04 25.295 98.115 79.775 1.48892 0.780208 0.627011 150.936 
1-6-2006 56.89 5.515 26.39 66.305 5.44 67.035 60.765 55.13 11.13 72.02 70.28 5.37 54.27 60.455 34.42 49.6 31.71 25 98.34 79.525 1.49087 0.782578 0.62658 150.602 
31-5-2006 59.825 5.535 26.47 66.215 5.4 66.26 60.27 55.58 10.985 72.25 70.415 5.115 54.345 60.08 34.115 49.155 31.005 24.775 99.19 78.975 1.49182 0.783074 0.62658 150.369 
30-5-2006 61.3 5.45 26.455 66.51 5.47 66.575 60.43 55.8 10.945 72.89 70.9 5.85 54.675 60.185 34.19 49.25 31.165 25.095 99.85 78.95 1.49278 0.784834 0.626553 150.333 
26-5-2006 60.45 5.46 26.395 66.955 5.49 67.175 60.565 55.91 10.915 72.89 71.175 5.72 55.005 60.685 34.315 49.47 31.395 25.705 99.545 77.925 1.49437 0.786657 0.626953 150.166 
25-5-2006 57.86 5.52 26.255 66.08 5.47 66.995 60.365 56.245 11.055 73.535 71.195 5.845 55.07 60.53 34.225 48.935 30.93 25.355 99.2 77.3 1.49496 0.785373 0.627954 149.842 
24-5-2006 59.605 5.555 26.2 65.485 5.4 67.075 59.94 55.69 11.995 73.07 69.525 6.085 54.665 60.46 34.04 48.655 30.865 24.575 99.385 78.3 1.49501 0.783663 0.629435 149.398 
23-5-2006 31.29 5.545 26.125 66.2 5.41 67.21 59.84 56.51 12.095 73.14 71.29 6.4 54.525 60.26 34.065 48.875 31.035 25.53 99.565 77.9 1.49509 0.784569 0.629729 149.338 
